<android.app.Notification$Builder: android.app.Notification getNotification()> -> _SOURCE_
<java.text.BreakIterator: java.text.BreakIterator getLineInstance(java.util.Locale)> -> _SOURCE_
<java.lang.reflect.Constructor: java.lang.String getName()> -> _SOURCE_
<android.widget.PopupWindow: android.graphics.drawable.Drawable getBackground()> -> _SOURCE_
<android.view.ScaleGestureDetector: float getFocusX()> -> _SOURCE_
<android.util.TypedValue: float getDimension(android.util.DisplayMetrics)> -> _SOURCE_
<android.location.LocationManager: java.util.List getProviders(boolean)> -> _SOURCE_
<android.graphics.Bitmap: android.graphics.Bitmap createBitmap(android.graphics.Bitmap,int,int,int,int)> -> _SOURCE_
<android.graphics.drawable.DrawableContainer$DrawableContainerState: int getChildCount()> -> _SOURCE_
<android.webkit.WebView: java.lang.String getUrl()> -> _SOURCE_
<android.view.MotionEvent: int getActionMasked()> -> _SOURCE_
<java.text.NumberFormat: java.text.NumberFormat getIntegerInstance()> -> _SOURCE_
<java.lang.Class: int getModifiers()> -> _SOURCE_
<android.location.GpsStatus: int getTimeToFirstFix()> -> _SOURCE_
<android.content.res.TypedArray: java.lang.CharSequence[] getTextArray(int)> -> _SOURCE_
<android.media.AudioManager: int getStreamMaxVolume(int)> -> _SOURCE_
<java.util.Calendar: java.util.Calendar getInstance()> -> _SOURCE_
<android.animation.Animator: android.animation.Animator clone()> -> _SOURCE_
<android.view.ViewGroup$MarginLayoutParams: int getLayoutDirection()> -> _SOURCE_
<java.util.zip.ZipFile: java.util.zip.ZipEntry getEntry(java.lang.String)> -> _SOURCE_
<java.io.File: java.io.File getParentFile()> -> _SOURCE_
<android.os.Environment: java.lang.String getExternalStorageState()> -> _SOURCE_
<java.security.MessageDigest: byte[] digest()> -> _SOURCE_
<java.text.DecimalFormatSymbols: java.text.DecimalFormatSymbols getInstance()> -> _SOURCE_
<android.content.res.ColorStateList: int getDefaultColor()> -> _SOURCE_
<android.net.NetworkInfo: int getType()> -> _SOURCE_
<android.view.View: int getLeft()> -> _SOURCE_
<android.graphics.drawable.LayerDrawable: int getId(int)> -> _SOURCE_
<android.view.View: int getMeasuredHeight()> -> _SOURCE_
<android.animation.AnimatorSet: java.util.ArrayList getChildAnimations()> -> _SOURCE_
<java.util.concurrent.ConcurrentHashMap: java.lang.Object get(java.lang.Object)> -> _SOURCE_
<java.net.URLConnection: int getContentLength()> -> _SOURCE_
<java.util.concurrent.atomic.AtomicReference: java.lang.Object getAndSet(java.lang.Object)> -> _SOURCE_
<java.net.URL: java.lang.String getHost()> -> _SOURCE_
<android.widget.Scroller: int getStartX()> -> _SOURCE_
<android.os.Bundle: android.os.Parcelable getParcelable(java.lang.String)> -> _SOURCE_
<android.app.Activity: java.lang.CharSequence getTitle()> -> _SOURCE_
<java.lang.Number: byte byteValue()> -> _SOURCE_
<android.view.ViewGroup$MarginLayoutParams: int getMarginStart()> -> _SOURCE_
<android.widget.TextView: int getMinLines()> -> _SOURCE_
<java.lang.StackTraceElement: java.lang.String getMethodName()> -> _SOURCE_
<android.widget.TextView: float getLineSpacingMultiplier()> -> _SOURCE_
<android.view.MotionEvent: float getX()> -> _SOURCE_
<android.content.Intent: android.content.ClipData getClipData()> -> _SOURCE_
<android.os.Bundle: long getLong(java.lang.String)> -> _SOURCE_
<android.view.MotionEvent: int getButtonState()> -> _SOURCE_
<org.json.JSONArray: org.json.JSONArray getJSONArray(int)> -> _SOURCE_
<android.view.accessibility.AccessibilityNodeInfo: java.lang.CharSequence getClassName()> -> _SOURCE_
<java.lang.Class: java.lang.ClassLoader getClassLoader()> -> _SOURCE_
<android.os.Looper: android.os.Looper getMainLooper()> -> _SOURCE_
<java.lang.Throwable: java.lang.String getMessage()> -> _SOURCE_
<android.widget.TextView: int getBaseline()> -> _SOURCE_
<android.location.Location: float getBearing()> -> _SOURCE_
<android.graphics.Paint: android.graphics.Paint$Join getStrokeJoin()> -> _SOURCE_
<android.content.ClipboardManager: android.content.ClipDescription getPrimaryClipDescription()> -> _SOURCE_
<java.lang.Class: java.lang.reflect.Method getDeclaredMethod(java.lang.String,java.lang.Class[])> -> _SOURCE_
<java.nio.channels.FileChannel: java.nio.channels.FileLock lock()> -> _SOURCE_
<java.text.NumberFormat: java.lang.String format(double)> -> _SOURCE_
<android.view.ViewConfiguration: int getScaledDoubleTapSlop()> -> _SOURCE_
<java.util.ArrayDeque: java.lang.Object getFirst()> -> _SOURCE_
<android.os.ParcelFileDescriptor: int getFd()> -> _SOURCE_
<android.content.res.Resources: java.lang.String getResourceTypeName(int)> -> _SOURCE_
<java.util.Calendar: java.util.TimeZone getTimeZone()> -> _SOURCE_
<android.widget.ImageView: android.graphics.Matrix getImageMatrix()> -> _SOURCE_
<android.app.Fragment: android.app.Fragment getParentFragment()> -> _SOURCE_
<android.widget.Spinner: int getDropDownVerticalOffset()> -> _SOURCE_
<android.app.ActivityManager: int getMemoryClass()> -> _SOURCE_
<android.widget.ListView: int getDividerHeight()> -> _SOURCE_
<android.content.res.TypedArray: java.lang.String getPositionDescription()> -> _SOURCE_
<android.animation.ValueAnimator: float getAnimatedFraction()> -> _SOURCE_
<java.lang.Class: java.lang.reflect.Field[] getDeclaredFields()> -> _SOURCE_
<java.net.InetAddress: java.lang.String getHostAddress()> -> _SOURCE_
<java.math.BigInteger: byte[] toByteArray()> -> _SOURCE_
<android.widget.CheckedTextView: android.graphics.drawable.Drawable getCheckMarkDrawable()> -> _SOURCE_
<android.content.res.TypedArray: int getInteger(int,int)> -> _SOURCE_
<android.view.View: float getTranslationX()> -> _SOURCE_
<java.io.FileOutputStream: java.nio.channels.FileChannel getChannel()> -> _SOURCE_
<java.util.concurrent.atomic.AtomicLong: long get()> -> _SOURCE_
<android.app.SearchableInfo: boolean getVoiceSearchLaunchRecognizer()> -> _SOURCE_
<android.text.Layout: float getPrimaryHorizontal(int)> -> _SOURCE_
<android.accessibilityservice.AccessibilityServiceInfo: boolean getCanRetrieveWindowContent()> -> _SOURCE_
<android.content.res.TypedArray: float getFloat(int,float)> -> _SOURCE_
<java.lang.reflect.Field: java.lang.Object get(java.lang.Object)> -> _SOURCE_
<android.view.Display: int getHeight()> -> _SOURCE_
<android.app.SearchableInfo: java.lang.String getSuggestPath()> -> _SOURCE_
<android.view.View: int getSuggestedMinimumHeight()> -> _SOURCE_
<android.os.Messenger: android.os.IBinder getBinder()> -> _SOURCE_
<android.content.Context: java.lang.String getString(int,java.lang.Object[])> -> _SOURCE_
<java.text.BreakIterator: java.text.BreakIterator getWordInstance(java.util.Locale)> -> _SOURCE_
<java.util.Calendar: long getTimeInMillis()> -> _SOURCE_
<android.view.PointerIcon: android.view.PointerIcon getSystemIcon(android.content.Context,int)> -> _SOURCE_
<android.os.Bundle: int[] getIntArray(java.lang.String)> -> _SOURCE_
<android.app.PendingIntent: android.app.PendingIntent getActivity(android.content.Context,int,android.content.Intent,int)> -> _SOURCE_
<java.text.NumberFormat: java.lang.String format(long)> -> _SOURCE_
<android.view.View: float getCameraDistance()> -> _SOURCE_
<android.view.ViewConfiguration: float getScrollFriction()> -> _SOURCE_
<android.view.View$AccessibilityDelegate: android.view.accessibility.AccessibilityNodeProvider getAccessibilityNodeProvider(android.view.View)> -> _SOURCE_
<android.view.accessibility.AccessibilityEvent: int getRecordCount()> -> _SOURCE_
<android.view.KeyEvent: int getAction()> -> _SOURCE_
<android.view.MotionEvent: float getY(int)> -> _SOURCE_
<android.widget.TextView: boolean getIncludeFontPadding()> -> _SOURCE_
<java.lang.reflect.Method: java.lang.reflect.Type[] getGenericParameterTypes()> -> _SOURCE_
<java.text.DateFormat: java.text.DateFormat getTimeInstance(int)> -> _SOURCE_
<android.media.MediaRouter$RouteInfo: android.media.MediaRouter$RouteCategory getCategory()> -> _SOURCE_
<java.security.Signature: byte[] sign()> -> _SOURCE_
<android.app.SearchableInfo: int getVoiceLanguageId()> -> _SOURCE_
<android.animation.ValueAnimator: int getRepeatMode()> -> _SOURCE_
<android.webkit.WebSettings: java.lang.String getUserAgentString()> -> _SOURCE_
<android.view.KeyEvent: int getUnicodeChar()> -> _SOURCE_
<android.content.ComponentName: java.lang.String getClassName()> -> _SOURCE_
<java.text.ParsePosition: int getIndex()> -> _SOURCE_
<android.graphics.Bitmap: android.graphics.Bitmap createBitmap(int[],int,int,android.graphics.Bitmap$Config)> -> _SOURCE_
<android.os.Bundle: java.lang.CharSequence getCharSequence(java.lang.String)> -> _SOURCE_
<java.util.Locale: java.lang.String getDisplayName(java.util.Locale)> -> _SOURCE_
<android.graphics.drawable.ScaleDrawable: android.graphics.drawable.Drawable getDrawable()> -> _SOURCE_
<java.net.InetSocketAddress: java.lang.String getHostName()> -> _SOURCE_
<android.content.Intent: android.os.Bundle getExtras()> -> _SOURCE_
<java.security.KeyPair: java.security.PublicKey getPublic()> -> _SOURCE_
<java.lang.Character: byte getDirectionality(int)> -> _SOURCE_
<java.io.File: java.lang.String getCanonicalPath()> -> _SOURCE_
<android.app.SearchableInfo: java.lang.String getSuggestAuthority()> -> _SOURCE_
<java.security.spec.ECPoint: java.math.BigInteger getAffineX()> -> _SOURCE_
<android.view.animation.Transformation: android.graphics.Matrix getMatrix()> -> _SOURCE_
<java.text.DecimalFormatSymbols: char getDecimalSeparator()> -> _SOURCE_
<android.os.Bundle: java.lang.ClassLoader getClassLoader()> -> _SOURCE_
<android.graphics.drawable.LayerDrawable: int getNumberOfLayers()> -> _SOURCE_
<android.widget.OverScroller: int getFinalX()> -> _SOURCE_
<android.content.res.TypedArray: int getLayoutDimension(int,int)> -> _SOURCE_
<java.text.DateFormat: java.lang.Object clone()> -> _SOURCE_
<android.content.ContextWrapper: android.content.Context getBaseContext()> -> _SOURCE_
<android.content.Intent: android.os.Bundle getBundleExtra(java.lang.String)> -> _SOURCE_
<android.view.ViewConfiguration: int getScaledTouchSlop()> -> _SOURCE_
<android.view.ViewGroup: int getDescendantFocusability()> -> _SOURCE_
<android.view.FocusFinder: android.view.View findNextFocusFromRect(android.view.ViewGroup,android.graphics.Rect,int)> -> _SOURCE_
<android.graphics.drawable.Drawable: android.graphics.drawable.Drawable getCurrent()> -> _SOURCE_
<android.content.res.Configuration: int getLayoutDirection()> -> _SOURCE_
<android.os.Bundle: android.os.Bundle getBundle(java.lang.String)> -> _SOURCE_
<android.os.Environment: java.io.File getExternalStoragePublicDirectory(java.lang.String)> -> _SOURCE_
<android.app.UiModeManager: int getCurrentModeType()> -> _SOURCE_
<android.text.Layout: float getSecondaryHorizontal(int)> -> _SOURCE_
<android.view.View: java.lang.Object getTag(int)> -> _SOURCE_
<java.util.AbstractMap: java.lang.String toString()> -> _SOURCE_
<android.content.res.Resources: java.lang.CharSequence[] getTextArray(int)> -> _SOURCE_
<android.view.ScaleGestureDetector: float getCurrentSpanY()> -> _SOURCE_
<android.content.res.AssetFileDescriptor: long getLength()> -> _SOURCE_
<android.app.Activity: android.view.LayoutInflater getLayoutInflater()> -> _SOURCE_
<android.graphics.drawable.BitmapDrawable: int getIntrinsicHeight()> -> _SOURCE_
<android.location.Location: java.lang.String getProvider()> -> _SOURCE_
<android.view.MotionEvent: float getRawY()> -> _SOURCE_
<android.content.Context: java.lang.String getString(int)> -> _SOURCE_
<android.content.res.AssetFileDescriptor: long getStartOffset()> -> _SOURCE_
<android.media.MediaMetadataRetriever: android.graphics.Bitmap getFrameAtTime(long,int)> -> _SOURCE_
<android.view.View: int getPaddingBottom()> -> _SOURCE_
<java.lang.reflect.Constructor: java.lang.Class getDeclaringClass()> -> _SOURCE_
<android.view.MotionEvent: long getEventTime()> -> _SOURCE_
<java.lang.reflect.Constructor: java.lang.Class[] getParameterTypes()> -> _SOURCE_
<android.view.MotionEvent: float getAxisValue(int,int)> -> _SOURCE_
<java.lang.Class: java.lang.String getCanonicalName()> -> _SOURCE_
<android.view.accessibility.AccessibilityNodeInfo: int getChildCount()> -> _SOURCE_
<javax.crypto.Cipher: int getBlockSize()> -> _SOURCE_
<android.os.Bundle: java.lang.String[] getStringArray(java.lang.String)> -> _SOURCE_
<android.widget.TabHost: java.lang.String getCurrentTabTag()> -> _SOURCE_
<android.view.ViewConfiguration: int getEdgeSlop()> -> _SOURCE_
<android.view.View: int getPaddingTop()> -> _SOURCE_
<android.view.MotionEvent: int getPointerId(int)> -> _SOURCE_
<android.widget.TextView: float getLineSpacingExtra()> -> _SOURCE_
<java.util.ServiceLoader: java.util.Iterator iterator()> -> _SOURCE_
<android.widget.TextView: int getMaxLines()> -> _SOURCE_
<java.lang.System: java.lang.String getProperty(java.lang.String,java.lang.String)> -> _SOURCE_
<java.lang.Class: java.lang.reflect.Constructor[] getDeclaredConstructors()> -> _SOURCE_
<android.view.accessibility.AccessibilityEvent: int getAction()> -> _SOURCE_
<android.app.Activity: android.content.ComponentName getCallingActivity()> -> _SOURCE_
<android.app.Dialog: android.view.LayoutInflater getLayoutInflater()> -> _SOURCE_
<android.view.View: float getScaleY()> -> _SOURCE_
<android.os.HandlerThread: android.os.Looper getLooper()> -> _SOURCE_
<android.view.View: android.view.ViewParent getParent()> -> _SOURCE_
<android.widget.TextView: int getCompoundPaddingBottom()> -> _SOURCE_
<android.content.res.TypedArray: int getColor(int,int)> -> _SOURCE_
<java.util.concurrent.atomic.AtomicReferenceArray: java.lang.Object getAndSet(int,java.lang.Object)> -> _SOURCE_
<java.util.concurrent.atomic.AtomicReference: java.lang.Object get()> -> _SOURCE_
<android.widget.AutoCompleteTextView: int getThreshold()> -> _SOURCE_
<android.content.res.TypedArray: android.content.res.ColorStateList getColorStateList(int)> -> _SOURCE_
<java.util.Currency: java.lang.String getSymbol()> -> _SOURCE_
<android.os.Bundle: byte[] getByteArray(java.lang.String)> -> _SOURCE_
<java.text.NumberFormat: java.text.NumberFormat getInstance(java.util.Locale)> -> _SOURCE_
<android.app.Activity: android.content.ComponentName getComponentName()> -> _SOURCE_
<android.os.Parcel: java.lang.Object readValue(java.lang.ClassLoader)> -> _SOURCE_
<android.animation.AnimatorInflater: android.animation.Animator loadAnimator(android.content.Context,int)> -> _SOURCE_
<android.view.View: int getBaseline()> -> _SOURCE_
<java.util.TimeZone: java.lang.String getID()> -> _SOURCE_
<java.lang.Class: java.lang.reflect.Method[] getDeclaredMethods()> -> _SOURCE_
<android.view.View: int getSuggestedMinimumWidth()> -> _SOURCE_
<android.view.View: int getPaddingEnd()> -> _SOURCE_
<android.widget.TextView: float getTextScaleX()> -> _SOURCE_
<javax.net.ssl.SSLContext: javax.net.ssl.SSLContext getInstance(java.lang.String)> -> _SOURCE_
<javax.crypto.Mac: byte[] doFinal()> -> _SOURCE_
<android.content.Intent: long getLongExtra(java.lang.String,long)> -> _SOURCE_
<android.view.FocusFinder: android.view.FocusFinder getInstance()> -> _SOURCE_
<android.view.MotionEvent: float getX(int)> -> _SOURCE_
<java.util.Locale: java.lang.String getLanguage()> -> _SOURCE_
<android.util.LongSparseArray: java.lang.Object get(long)> -> _SOURCE_
<android.graphics.drawable.BitmapDrawable: android.graphics.Paint getPaint()> -> _SOURCE_
<java.util.logging.Logger: java.util.logging.Logger getLogger(java.lang.String)> -> _SOURCE_
<java.lang.reflect.Field: java.lang.reflect.Type getGenericType()> -> _SOURCE_
<android.view.View: int[] getDrawableState()> -> _SOURCE_
<android.app.SearchableInfo: int getVoiceLanguageModeId()> -> _SOURCE_
<android.view.accessibility.AccessibilityNodeInfo: java.lang.CharSequence getPackageName()> -> _SOURCE_
<java.io.File: java.lang.String getName()> -> _SOURCE_
<android.app.Activity: android.view.View getCurrentFocus()> -> _SOURCE_
<android.view.DragEvent: android.content.ClipData getClipData()> -> _SOURCE_
<android.view.ViewConfiguration: int getTouchSlop()> -> _SOURCE_
<java.util.zip.ZipFile: java.io.InputStream getInputStream(java.util.zip.ZipEntry)> -> _SOURCE_
<android.content.res.TypedArray: int getDimensionPixelOffset(int,int)> -> _SOURCE_
<android.net.Uri: java.util.Set getQueryParameterNames()> -> _SOURCE_
<java.util.concurrent.CopyOnWriteArrayList: java.lang.Object get(int)> -> _SOURCE_
<java.util.ArrayList: java.lang.Object get(int)> -> _SOURCE_
<java.lang.StackTraceElement: java.lang.String getClassName()> -> _SOURCE_
<android.content.res.TypedArray: android.content.res.Resources getResources()> -> _SOURCE_
<java.lang.reflect.Field: java.lang.Class getType()> -> _SOURCE_
<java.io.ByteArrayOutputStream: byte[] toByteArray()> -> _SOURCE_
<android.content.res.TypedArray: float getDimension(int,float)> -> _SOURCE_
<android.content.res.TypedArray: int getLayoutDimension(int,java.lang.String)> -> _SOURCE_
<android.os.Bundle: int getInt(java.lang.String,int)> -> _SOURCE_
<android.os.Bundle: java.io.Serializable getSerializable(java.lang.String)> -> _SOURCE_
<android.provider.Settings$Secure: int getInt(android.content.ContentResolver,java.lang.String,int)> -> _SOURCE_
<android.view.MotionEvent: int getAction()> -> _SOURCE_
<android.view.Window: android.content.Context getContext()> -> _SOURCE_
<android.widget.Spinner: int getDropDownHorizontalOffset()> -> _SOURCE_
<android.view.MotionEvent: int getMetaState()> -> _SOURCE_
<android.view.View: int getImportantForAccessibility()> -> _SOURCE_
<android.graphics.drawable.Drawable: int getLayoutDirection()> -> _SOURCE_
<android.animation.LayoutTransition: android.animation.Animator getAnimator(int)> -> _SOURCE_
<android.database.CursorWindow: int getNumRows()> -> _SOURCE_
<android.widget.ArrayAdapter: android.content.Context getContext()> -> _SOURCE_
<java.lang.reflect.Method: java.lang.Class getDeclaringClass()> -> _SOURCE_
<java.security.spec.EllipticCurve: java.security.spec.ECField getField()> -> _SOURCE_
<android.util.SparseArray: java.lang.Object get(int)> -> _SOURCE_
<android.content.res.Resources: java.lang.String getString(int)> -> _SOURCE_
<android.app.Activity: java.lang.Object getLastNonConfigurationInstance()> -> _SOURCE_
<android.view.View: android.view.ViewParent getParentForAccessibility()> -> _SOURCE_
<android.view.ViewConfiguration: int getScrollDefaultDelay()> -> _SOURCE_
<android.provider.Settings$Global: float getFloat(android.content.ContentResolver,java.lang.String,float)> -> _SOURCE_
<java.lang.reflect.Method: java.lang.reflect.TypeVariable[] getTypeParameters()> -> _SOURCE_
<android.os.Bundle: java.util.ArrayList getParcelableArrayList(java.lang.String)> -> _SOURCE_
<android.text.SpannableStringBuilder: int getSpanFlags(java.lang.Object)> -> _SOURCE_
<android.view.accessibility.AccessibilityRecord: int getFromIndex()> -> _SOURCE_
<java.security.KeyStore: java.security.Key getKey(java.lang.String,char[])> -> _SOURCE_
<android.appwidget.AppWidgetManager: android.appwidget.AppWidgetManager getInstance(android.content.Context)> -> _SOURCE_
<android.content.Intent: java.util.ArrayList getParcelableArrayListExtra(java.lang.String)> -> _SOURCE_
<android.view.Choreographer: android.view.Choreographer getInstance()> -> _SOURCE_
<android.view.accessibility.AccessibilityNodeInfo: int getWindowId()> -> _SOURCE_
<android.animation.ValueAnimator: long getFrameDelay()> -> _SOURCE_
<android.widget.TextView: android.graphics.drawable.Drawable[] getCompoundDrawablesRelative()> -> _SOURCE_
<android.widget.ArrayAdapter: java.lang.Object getItem(int)> -> _SOURCE_
<android.view.Display: int getWidth()> -> _SOURCE_
<android.os.Bundle: java.lang.Object get(java.lang.String)> -> _SOURCE_
<java.lang.Class: java.lang.String getName()> -> _SOURCE_
<android.graphics.drawable.Drawable: int getMinimumWidth()> -> _SOURCE_
<android.view.VelocityTracker: float getXVelocity(int)> -> _SOURCE_
<java.lang.Thread: java.lang.Thread$UncaughtExceptionHandler getDefaultUncaughtExceptionHandler()> -> _SOURCE_
<android.content.Intent: android.net.Uri getData()> -> _SOURCE_
<java.security.KeyStore: java.security.KeyStore getInstance(java.lang.String)> -> _SOURCE_
<android.os.Bundle: java.lang.String getString(java.lang.String,java.lang.String)> -> _SOURCE_
<android.view.View: float getY()> -> _SOURCE_
<android.view.View: float getRotationX()> -> _SOURCE_
<java.lang.Class: java.lang.reflect.TypeVariable[] getTypeParameters()> -> _SOURCE_
<android.view.View$MeasureSpec: int getSize(int)> -> _SOURCE_
<android.net.TrafficStats: int getThreadStatsTag()> -> _SOURCE_
<android.hardware.display.DisplayManager: android.view.Display[] getDisplays()> -> _SOURCE_
<android.view.DragEvent: java.lang.Object getLocalState()> -> _SOURCE_
<java.text.NumberFormat: java.lang.Number parse(java.lang.String)> -> _SOURCE_
<android.widget.AutoCompleteTextView: int getListSelection()> -> _SOURCE_
<android.view.View: float getPivotY()> -> _SOURCE_
<android.graphics.Bitmap: android.graphics.Bitmap createBitmap(android.util.DisplayMetrics,int,int,android.graphics.Bitmap$Config)> -> _SOURCE_
<android.graphics.drawable.Drawable: android.graphics.drawable.Drawable createFromStream(java.io.InputStream,java.lang.String)> -> _SOURCE_
<android.widget.Scroller: int getCurrY()> -> _SOURCE_
<java.security.MessageDigest: byte[] digest(byte[])> -> _SOURCE_
<java.lang.Thread: java.lang.ClassLoader getContextClassLoader()> -> _SOURCE_
<android.view.KeyCharacterMap: int getKeyboardType()> -> _SOURCE_
<android.view.LayoutInflater: android.content.Context getContext()> -> _SOURCE_
<android.view.View: long getDrawingTime()> -> _SOURCE_
<android.content.res.AssetFileDescriptor: android.os.ParcelFileDescriptor getParcelFileDescriptor()> -> _SOURCE_
<android.content.Context: java.lang.CharSequence getText(int)> -> _SOURCE_
<android.util.SparseIntArray: int get(int)> -> _SOURCE_
<android.location.GpsSatellite: int getPrn()> -> _SOURCE_
<android.os.Environment: java.io.File getExternalStorageDirectory()> -> _SOURCE_
<android.util.SparseLongArray: long get(int,long)> -> _SOURCE_
<android.animation.Keyframe: java.lang.Class getType()> -> _SOURCE_
<java.lang.Class: java.lang.reflect.Method getMethod(java.lang.String,java.lang.Class[])> -> _SOURCE_
<java.util.concurrent.FutureTask: java.lang.Object get()> -> _SOURCE_
<android.content.res.Resources: java.lang.String getQuantityString(int,int)> -> _SOURCE_
<android.app.PendingIntent: android.app.PendingIntent getActivities(android.content.Context,int,android.content.Intent[],int)> -> _SOURCE_
<android.view.View: int getMeasuredWidthAndState()> -> _SOURCE_
<java.lang.reflect.Field: java.lang.String getName()> -> _SOURCE_
<android.content.res.Resources: java.lang.String getString(int,java.lang.Object[])> -> _SOURCE_
<android.graphics.Bitmap: int getScaledWidth(int)> -> _SOURCE_
<java.net.URLConnection: java.util.Map getRequestProperties()> -> _SOURCE_
<android.app.PendingIntent: android.content.IntentSender getIntentSender()> -> _SOURCE_
<android.content.res.Resources: java.lang.CharSequence getText(int,java.lang.CharSequence)> -> _SOURCE_
<android.content.res.Resources: android.content.res.XmlResourceParser getXml(int)> -> _SOURCE_
<android.os.Bundle: float[] getFloatArray(java.lang.String)> -> _SOURCE_
<java.lang.reflect.Method: java.lang.reflect.Type getGenericReturnType()> -> _SOURCE_
<android.util.Property: java.lang.String getName()> -> _SOURCE_
<android.view.ViewConfiguration: android.view.ViewConfiguration get(android.content.Context)> -> _SOURCE_
<android.content.res.Resources: android.util.DisplayMetrics getDisplayMetrics()> -> _SOURCE_
<android.view.accessibility.AccessibilityNodeInfo: java.lang.CharSequence getText()> -> _SOURCE_
<android.content.ClipData: int getItemCount()> -> _SOURCE_
<android.widget.Spinner: java.lang.CharSequence getPrompt()> -> _SOURCE_
<android.view.accessibility.AccessibilityRecord: int getToIndex()> -> _SOURCE_
<android.content.res.Resources: int getIdentifier(java.lang.String,java.lang.String,java.lang.String)> -> _SOURCE_
<android.graphics.drawable.DrawableContainer$DrawableContainerState: android.graphics.drawable.Drawable[] getChildren()> -> _SOURCE_
<android.view.View: android.view.ViewTreeObserver getViewTreeObserver()> -> _SOURCE_
<android.view.ViewGroup: android.animation.LayoutTransition getLayoutTransition()> -> _SOURCE_
<android.view.ViewGroup: int getLayoutMode()> -> _SOURCE_
<android.app.PendingIntent: java.lang.String getTargetPackage()> -> _SOURCE_
<android.view.ViewGroup$MarginLayoutParams: int getMarginEnd()> -> _SOURCE_
<android.text.Layout: float getDesiredWidth(java.lang.CharSequence,android.text.TextPaint)> -> _SOURCE_
<android.util.TypedValue: float getFraction(float,float)> -> _SOURCE_
<android.view.ScaleGestureDetector: float getCurrentSpan()> -> _SOURCE_
<android.widget.OverScroller: float getCurrVelocity()> -> _SOURCE_
<android.view.ViewPropertyAnimator: long getStartDelay()> -> _SOURCE_
<android.animation.ObjectAnimator: java.lang.String getPropertyName()> -> _SOURCE_
<android.view.ViewGroup: android.view.View getFocusedChild()> -> _SOURCE_
<java.lang.ClassLoader: java.lang.Class loadClass(java.lang.String)> -> _SOURCE_
<java.util.Calendar: java.lang.String getDisplayName(int,int,java.util.Locale)> -> _SOURCE_
<javax.net.ssl.SSLContext: javax.net.ssl.SSLSocketFactory getSocketFactory()> -> _SOURCE_
